time,j1,j2,j3,j4,j5,j6,j7,gripper1,gripper2,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz
0.0,0.00016700293,-0.785875,4.0107683e-05,-2.3551247,9.29385e-05,1.570997,0.786,0.04,0.04,-9.468356,0.0707908198237419,0.0999966,3.1807467e-08,-0.0011641276068985,3.1266583e-07
0.0025,0.000167001811,-0.785857774,4.0110316550000006e-05,-2.35513919,9.294237600000001e-05,1.570996565,0.786,0.04,0.04,-9.523263500000027,0.060267889642267966,0.08635966769999341,-4.8585935550038855e-08,-0.0013251916388981378,2.6532635744497714e-07
0.005,0.000167000692,-0.785840548,4.01129501e-05,-2.3551536800000004,9.294625200000001e-05,1.57099613,0.786,0.04,0.04,-9.578171000000053,0.04974495946079403,0.07272273539998683,-1.289793381000777e-07,-0.0014862556708977758,2.1798688488995426e-07
0.0075,0.000166999573,-0.7858233219999999,4.0115583650000005e-05,-2.3551681700000002,9.295012800000001e-05,1.570995695,0.786,0.04,0.04,-9.63307850000008,0.0392220292793201,0.05908580309998024,-2.093727406501166e-07,-0.0016473197028974134,1.706474123349314e-07
0.01,0.000166998454,-0.785806096,4.011821720000001e-05,-2.35518266,9.2954004e-05,1.5709952600000001,0.786,0.04,0.04,-9.687986000000105,0.028699099097846167,0.045448870799973645,-2.8976614320015544e-07,-0.0018083837348970514,1.233079397799085e-07
0.0125,0.000166997335,-0.78578887,4.012085075000001e-05,-2.3551971500000004,9.295788e-05,1.570994825,0.786,0.04,0.04,-9.742893500000132,0.018176168916372235,0.03181193849996705,-3.7015954575019434e-07,-0.0019694477668966894,7.596846722488562e-08
0.015,0.000166996216,-0.785771644,4.012348430000001e-05,-2.3552116400000003,9.296175600000001e-05,1.57099439,0.786,0.04,0.04,-9.79780100000016,0.007653238734898302,0.018175006199960472,-4.505529483002332e-07,-0.002130511798896327,2.8628994669862787e-08
0.0175,0.00016699158449999996,-0.785754867,4.012975435000005e-05,-2.3552257350000003,9.296215699999998e-05,1.57099396,0.786,0.04,0.04,-9.834310699999998,0.0006379729253238952,0.009005109629999236,-6.790161725017001e-07,-0.002287380828056931,-3.2370603601811867e-07
0.02,0.00016697992799999994,-0.785738988,4.0143297400000045e-05,-2.3552390400000003,9.295560799999998e-05,1.5709935400000001,0.786,0.04,0.04,-9.834024799999998,0.0006380358594468802,0.008769284519999221,-1.2036190400017295e-06,-0.0024358598515395896,-1.286032182963173e-06
0.0225,0.00016696827149999995,-0.785723109,4.015684045000005e-05,-2.3552523450000002,9.294905899999997e-05,1.57099312,0.786,0.04,0.04,-9.833738899999998,0.0006380987935698652,0.008533459409999208,-1.7282219075017592e-06,-0.002584338875022248,-2.248358329908227e-06
0.025,0.00016695661499999996,-0.78570723,4.017038350000005e-05,-2.35526565,9.294250999999997e-05,1.5709927,0.786,0.04,0.04,-9.833452999999999,0.0006381617276928501,0.008297634299999196,-2.2528247750017894e-06,-0.0027328178985049066,-3.210684476853283e-06
0.0275,0.00016694495849999994,-0.785691351,4.018392655000005e-05,-2.355278955,9.293596099999999e-05,1.57099228,0.786,0.04,0.04,-9.833167099999999,0.0006382246618158352,0.008061809189999183,-2.777427642501819e-06,-0.002881296921987565,-4.173010623798337e-06
0.03,0.00016693330199999995,-0.785675472,4.019746960000005e-05,-2.35529226,9.292941199999998e-05,1.57099186,0.786,0.04,0.04,-9.8328812,0.0006382875959388202,0.007825984079999168,-3.3020305100018485e-06,-0.003029775945470223,-5.135336770743391e-06
0.0325,0.00016692164549999994,-0.785659593,4.021101265000005e-05,-2.3553055649999997,9.292286299999998e-05,1.57099144,0.786,0.04,0.04,-9.832595299999998,0.0006383505300618052,0.007590158969999155,-3.826633377501878e-06,-0.0031782549689528816,-6.0976629176884465e-06

